truncated;mentions_id;radicalism;message;hastags;favorite_count;sentiment;in_reply_to_name;source;in_reply_to_user_id;lastaccess;type;media_url;link;rt_count;language;created;created_at_utc;mentions;crawler;in_reply_to_status;id;media.url;media.path;media.type;user.lang;user.created_at;user.utc_offset;user.verified;user.name;user.friends_count;user.url;user.description;user.location;user.time_zone;user.followers_count;user.profile_img;user.id_str;user.statuses_count;user.favourites_count;user.geo_enabled;user.listed_count;user.id;user.screen_name;retweeted_status.user_id;retweeted_status.name;retweeted_status.RT_count;retweeted_status.tweet_id;retweeted_status.profile_img;retweeted_status.message;retweeted_status.screen_name;place.bounding_box.type;place.bounding_box.coordinates;place.name;place.full_name;place.url;place.country;place.country_code;place.province_id;place.id;place.place_type;place.province_name;geo.coordinate.lat;geo.coordinate.lon;coordinate.lat;coordinate.lon
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:13:23.454480;tweet;;https://twitter.com/i/web/status/1494159110572752902;0;Indonesian;2022-02-17T10:57:46+07:00;2022-02-17T03:57:46+00:00;[];search;;1494159110572752902;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:26:04.805553;tweet;;https://twitter.com/i/web/status/1493434339182329859;0;Indonesian;2022-02-15T10:57:47+07:00;2022-02-15T03:57:47+00:00;[];search;;1493434339182329859;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:07:42.306608;tweet;;https://twitter.com/i/web/status/1494883893928857603;0;Indonesian;2022-02-19T10:57:48+07:00;2022-02-19T03:57:48+00:00;[];search;;1494883893928857603;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour";['Jogjakarta', 'JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T09:09:35.794919;tweet;;https://twitter.com/i/web/status/1494612095065026563;0;Indonesian;2022-02-18T16:57:46+07:00;2022-02-18T09:57:46+00:00;[];search;;1494612095065026563;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28033;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide;['JogjaCityTour'];0;positive;;twittbot.net;;2022-02-19T07:32:59.457644;tweet;;https://twitter.com/i/web/status/1493366420616671234;0;Indonesian;2022-02-15T06:27:54+07:00;2022-02-14T23:27:54+00:00;[];search;;1493366420616671234;[];[];[];;Thu Jun 18 11:57:14 +0000 2015;;False;Jogja City Tour;45;http://t.co/wXWzf6b8h8;Jogja Traveling Guide;Yogyakarta, Indonesia;;97;http://pbs.twimg.com/profile_images/611504091601092608/8tXiJl1g_normal.png;3332453835;28032;0;False;0;3332453835;JogjaCTour;;;;;;;;;;;;;;;;;;;;;;
False;['10228272'];['no'];Paket Wisata Jogja 1D0N https://t.co/DAfXCf3Nuk via @YouTube;[];0;positive;;Twitter Web App;;2022-02-19T07:26:04.324806;tweet;;https://twitter.com/i/web/status/1493378335178919937;0;Indonesian;2022-02-15T07:15:15+07:00;2022-02-15T00:15:15+00:00;['YouTube'];search;;1493378335178919937;[];[];[];;Fri Oct 12 06:36:20 +0000 2018;;False;Ashari Setiabudhi;20;;;;;18;http://pbs.twimg.com/profile_images/1050638226984062978/pBfChxiW_normal.jpg;1050636264750239744;231;129;False;0;1050636264750239744;AshariSetiabud1;;;;;;;;;;;;;;;;;;;;;;
False;[];['no'];Taman Sari, Wisata Yogyakarta Hits Karena Instagram! [Wisata Jogja] - https://t.co/KjwpB3yx9f https://t.co/hhwhusH2LR;[];0;positive;;CatperkuNextScriptsAutoPoster;;2022-02-18T21:08:20.737349;tweet;http://pbs.twimg.com/media/FLkEhYlUYAQ7g8R.jpg;https://twitter.com/i/web/status/1493229724927025154;0;Indonesian;2022-02-14T21:24:43+07:00;2022-02-14T14:24:43+00:00;[];search;;1493229724927025154;[];[];[];;Sun Dec 11 13:32:44 +0000 2011;;False;Fahmi;2215;https://t.co/bkJvnId9tC;#Geek #Traveler | #Author #TheTravelerNotes | Travel #Blogger | https://t.co/rF9NdBjn6J | Orang #Indonesia;catperku@gmail.com;;8557;http://pbs.twimg.com/profile_images/1002707462724521984/nlWD5Y-J_normal.jpg;434140894;86115;868;True;74;434140894;catperku;;;;;;;;;;;;;;;;;;;;;;
False;['118371948'];['no'];RT @Harian_Jogja: Rute Menuju Suraloka Zoo, Tempat Wisata Baru di Sleman, dan Harga Tiketnya https://t.co/XeGX7fQbQ3 #beritajogja #jogja #j…;['beritajogja', 'jogja'];0;positive;;Twitter for Android;;2022-02-18T23:58:54.991105;RT;;https://twitter.com/i/web/status/1494823752370376709;0;Indonesian;2022-02-19T06:58:49+07:00;2022-02-18T23:58:49+00:00;['Harian_Jogja'];account;;1494823752370376709;[];[];[];;Wed Apr 01 22:36:33 +0000 2020;;False;FeryNdut;287;;Milanisti, Goweser;;;103;http://pbs.twimg.com/profile_images/1445938409566924805/8ZAEyl8O_normal.jpg;1245480112146927617;20982;2233;True;2;1245480112146927617;FeryNdut1;118371948;Harian Jogja;1.0;1494822928176664577;http://pbs.twimg.com/profile_images/1427303328707321865/hoiphJoT_normal.jpg;Rute Menuju Suraloka Zoo, Tempat Wisata Baru di Sleman, dan Harga Tiketnya https://t.co/XeGX7fQbQ3 #beritajogja #jogja #jogjaistimewa https://t.co/x91FILYMAh;Harian_Jogja;;;;;;;;;;;;;;;
False;['118371948'];['no'];RT @Harian_Jogja: Rute Menuju Suraloka Zoo, Tempat Wisata Baru di Sleman, dan Harga Tiketnya https://t.co/XeGX7fQbQ3 #beritajogja #jogja #j…;['beritajogja', 'jogja'];0;positive;;Twitter for Android;;2022-02-19T08:49:26.792573;RT;;https://twitter.com/i/web/status/1494957264779632641;0;Indonesian;2022-02-19T15:49:21+07:00;2022-02-19T08:49:21+00:00;['Harian_Jogja'];account;;1494957264779632641;[];[];[];;Mon Jul 27 13:31:49 +0000 2020;;False;ktrine kim;63;;bersyukur dengan cinta;Sleman, Indonesia;;3;http://pbs.twimg.com/profile_images/1441337932963463170/9IoMJ0pm_normal.jpg;1287742377877102592;199;330;False;0;1287742377877102592;KimKtrine;118371948;Harian Jogja;2.0;1494822928176664577;http://pbs.twimg.com/profile_images/1427303328707321865/hoiphJoT_normal.jpg;Rute Menuju Suraloka Zoo, Tempat Wisata Baru di Sleman, dan Harga Tiketnya https://t.co/XeGX7fQbQ3 #beritajogja #jogja #jogjaistimewa https://t.co/x91FILYMAh;Harian_Jogja;;;;;;;;;;;;;;;
False;['118371948'];['lainnya'];RT @Harian_Jogja: Kabupaten Magelang Terapkan PPKM Level 3, Wisata di Borobudur Kena Dampak https://t.co/iM0DxY8ZSD #beritajogja #jogja #jo…;['beritajogja', 'jogja'];0;neutral;;Twitter for Android;;2022-02-18T09:41:15.508926;RT;;https://twitter.com/i/web/status/1493547533767163905;2;Indonesian;2022-02-15T18:27:35+07:00;2022-02-15T11:27:35+00:00;['Harian_Jogja'];search;;1493547533767163905;[];[];[];;Wed Apr 01 22:36:33 +0000 2020;;False;FeryNdut;286;;Milanisti, Goweser;;;103;http://pbs.twimg.com/profile_images/1445938409566924805/8ZAEyl8O_normal.jpg;1245480112146927617;20928;2232;True;2;1245480112146927617;FeryNdut1;118371948;Harian Jogja;2.0;1493547149572800517;http://pbs.twimg.com/profile_images/1427303328707321865/hoiphJoT_normal.jpg;Kabupaten Magelang Terapkan PPKM Level 3, Wisata di Borobudur Kena Dampak https://t.co/iM0DxY8ZSD #beritajogja #jogja #jogjaistimewa https://t.co/TcEG0k6Kz7;Harian_Jogja;;;;;;;;;;;;;;;
False;['118371948'];['lainnya'];RT @Harian_Jogja: Kabupaten Magelang Terapkan PPKM Level 3, Wisata di Borobudur Kena Dampak https://t.co/iM0DxY8ZSD #beritajogja #jogja #jo…;['beritajogja', 'jogja'];0;neutral;;Twitter for Android;;2022-02-18T09:41:02.243767;RT;;https://twitter.com/i/web/status/1493590451558903808;2;Indonesian;2022-02-15T21:18:07+07:00;2022-02-15T14:18:07+00:00;['Harian_Jogja'];search;;1493590451558903808;[];[];[];;Sat Sep 21 14:43:25 +0000 2013;;False;❤️🇲🇨❤ Wong Bhe Joe ❤️🇲🇨❤;4996;https://t.co/eAbh9fDjWb;"Sehat, Bijak, Pinter, Cakep, Ceria & Ngangeni. 
HP: Ora duwe

https://";https://goo.gl/maps/4GdgRaJ1hR;;1442;http://pbs.twimg.com/profile_images/1482739269999677440/pM1D0jZP_normal.jpg;1890362862;29398;12735;True;3;1890362862;AlvaroBratajaya;118371948;Harian Jogja;2.0;1493547149572800517;http://pbs.twimg.com/profile_images/1427303328707321865/hoiphJoT_normal.jpg;Kabupaten Magelang Terapkan PPKM Level 3, Wisata di Borobudur Kena Dampak https://t.co/iM0DxY8ZSD #beritajogja #jogja #jogjaistimewa https://t.co/TcEG0k6Kz7;Harian_Jogja;;;;;;;;;;;;;;;
False;[];['no'];anjng jogja dah ppkm lv 3 anjng, napa masih rame pada wisata kesini sih?!;[];0;positive;;Twitter for Android;;2022-02-18T09:42:01.714247;tweet;;https://twitter.com/i/web/status/1493109327019732993;0;Indonesian;2022-02-14T13:26:18+07:00;2022-02-14T06:26:18+00:00;[];search;;1493109327019732993;[];[];[];;Tue Nov 28 09:11:57 +0000 2017;;False;chococruchiezz;333;;Maap temen temen rl gabole nimbrung, s.e.k.i.a.n;;;256;http://pbs.twimg.com/profile_images/1469105947784237067/F2HzHZvH_normal.jpg;935436085982724096;1822;711;False;0;935436085982724096;dinaurelll;;;;;;;;;;;;;;;;;;;;;;
False;[];['lainnya'];jogja pokonya jogja!!! kangen vibes jogja esp malioboro. trus malem2 keliling malioboro jalan kaki AAAAAAAA :(((;[];0;positive;elnojen;Twitter for Android;1466593679326396421;2022-02-19T18:54:01.692087;tweet;;https://twitter.com/i/web/status/1493960059008995339;0;Indonesian;2022-02-16T21:46:49+07:00;2022-02-16T14:46:49+00:00;[];search;1493959663414816773;1493960059008995339;[];[];[];;Fri Dec 03 02:22:43 +0000 2021;;False;el | pedagang arab;507;;"ʕ•ᴥ•ʔ . . sbt acc - non sbt dnf! | kinda selective
pacarnya nono sama lele | poca enjoyer";`16 ;;544;http://pbs.twimg.com/profile_images/1479097523717373953/RtYipgYr_normal.png;1466593679326396421;13105;3064;False;9;1466593679326396421;elnojen;;;;;;;;;;;;;;;;;;;;;;
False;[];['lainnya'];PPKM Level 3, Begini Kebijakan Ganjil Genap untuk Wisata di Gunungkidul https://t.co/hisGn2XuG6 #beritajogja #jogja #jogjaistimewa https://t.co/VjJ6Q3XtwZ;['beritajogja', 'jogja', 'jogjaistimewa'];1;positive;;dlvr.it;;2022-02-18T09:45:32.898454;tweet;http://pbs.twimg.com/media/FLo_a9AVkAA2c9D.jpg;https://twitter.com/i/web/status/1493575960649551874;0;Indonesian;2022-02-15T20:20:32+07:00;2022-02-15T13:20:32+00:00;[];search;;1493575960649551874;[];[];[];;Sun Feb 28 13:29:27 +0000 2010;;True;Harian Jogja;13;https://t.co/grEpBElQyB;Akun Resmi Harian Jogja | Berbudaya. Menginspirasi. Terpercaya | Sejak 20 Mei 2008 | Jalan AM Sangaji 41, Jogja, 55223 | 0274-564440 | redaksi@harianjogja.com;Yogyakarta, Indonesia;;180583;http://pbs.twimg.com/profile_images/1427303328707321865/hoiphJoT_normal.jpg;118371948;435575;271;True;218;118371948;Harian_Jogja;;;;;;;;;;;;;;;;;;;;;;
